user,gesture_id,gesture_type,n_points,duration,start_x,start_y,end_x,end_y,mean_pressure,std_pressure,max_pressure,mean_area,std_area
user01,87,swipe_right,42,0.7059,122.1,549.2,455.2,549.2,0.6164,0.0194,0.648,38.56,1.17
user01,88,long_press,14,1.494,141.9,516.6,141.0,514.6,0.6815,0.0235,0.708,42.0,0.0
user01,89,tap,2,0.0758,178.5,690.5,181.7,689.4,0.483,0.2277,0.644,27.3,0.0
user01,90,swipe_down,14,0.2354,69.7,216.8,69.7,371.3,0.6477,0.0218,0.679,33.04,1.12
user01,91,pinch_out,42,0.7082,145.5,287.3,145.5,-100.2,0.5769,0.0182,0.606,31.74,0.97
user01,92,long_press,20,2.0327,47.6,348.2,45.7,352.5,0.838,0.0513,0.896,33.4,0.0
user01,93,tap,2,0.0717,75.4,627.2,77.0,628.2,0.552,0.2602,0.736,34.1,0.0
user01,94,double_tap,4,0.3838,145.6,471.2,144.9,471.2,0.577,0.2217,0.769,33.4,0.0
user01,95,swipe_left,28,0.4743,137.8,416.0,-207.2,416.0,0.704,0.0226,0.74,30.65,0.96
user01,96,swipe_up,22,0.3814,193.7,336.7,193.7,28.6,0.7166,0.0232,0.753,51.06,1.63
user01,97,pinch_out,22,0.3725,41.4,432.9,41.4,196.4,0.7129,0.0233,0.749,47.55,1.51
user01,98,tap,2,0.0631,37.8,622.9,40.9,622.8,0.5575,0.2623,0.743,26.6,0.0
user01,99,double_tap,4,0.4485,105.8,264.2,105.5,266.1,0.5475,0.2107,0.73,29.1,0.0
user01,100,tap,2,0.0559,97.6,264.5,98.3,262.0,0.6075,0.2864,0.81,31.8,0.0
user01,101,pinch_in,22,0.3786,61.5,547.4,61.5,203.3,0.733,0.0238,0.77,39.9,1.29
user01,102,double_tap,4,0.3946,173.6,556.6,169.5,555.7,0.562,0.2159,0.749,32.4,0.0
user01,103,tap,2,0.0535,40.9,449.2,37.1,448.3,0.6525,0.3076,0.87,26.0,0.0
user01,104,tap,2,0.0643,79.6,517.0,79.5,515.8,0.4865,0.2298,0.649,32.7,0.0
user01,105,swipe_up,19,0.3313,125.1,203.9,125.1,-27.7,0.6258,0.0208,0.661,50.53,1.63
user01,106,tap,2,0.0554,44.9,310.4,48.5,311.7,0.6545,0.309,0.873,23.7,0.0
user01,107,long_press,21,2.1617,64.6,201.1,62.1,202.6,0.7034,0.048,0.758,32.6,0.0
user01,108,swipe_down,29,0.4836,60.5,295.0,60.5,687.9,0.7329,0.0236,0.773,41.94,1.31
user01,109,swipe_down,20,0.3446,105.7,405.9,105.7,645.7,0.7758,0.0254,0.815,43.86,1.42
user01,110,tap,2,0.0723,57.8,334.6,56.9,335.3,0.591,0.2786,0.788,21.7,0.0
user01,111,pinch_out,26,0.4477,170.9,372.4,170.9,160.2,0.6832,0.022,0.718,25.53,0.79
user01,112,tap,2,0.0731,150.2,200.2,152.6,200.0,0.6225,0.2934,0.83,35.8,0.0
user01,113,long_press,17,1.7849,129.5,622.1,127.8,623.4,0.6848,0.0323,0.722,36.5,0.0
user01,114,swipe_up,37,0.6274,163.0,426.8,163.0,92.2,0.766,0.0242,0.807,38.38,1.17
user01,115,pinch_in,34,0.5687,159.6,519.1,159.6,260.2,0.641,0.0204,0.674,47.42,1.46
user01,116,long_press,14,1.4705,49.1,429.0,50.2,427.5,0.7491,0.0254,0.778,29.4,0.0
user01,117,swipe_up,30,0.5018,166.5,415.7,166.5,187.8,0.6947,0.0224,0.73,33.23,1.03
user01,118,tap,2,0.0561,151.7,263.6,152.8,261.6,0.5535,0.2609,0.738,23.8,0.0
user01,119,swipe_down,16,0.28,73.6,585.2,73.6,856.1,0.714,0.0237,0.749,41.15,1.33
user01,120,long_press,18,1.8271,125.3,126.6,121.4,123.2,0.6396,0.0315,0.675,40.9,0.0
user01,121,double_tap,4,0.3081,147.7,694.8,147.8,692.4,0.639,0.246,0.852,40.9,0.0
user01,122,swipe_up,22,0.3792,140.6,413.2,140.6,182.1,0.7457,0.0243,0.783,47.26,1.5
user01,123,swipe_left,13,0.2307,154.2,386.1,-10.8,386.1,0.744,0.0255,0.786,53.52,1.81
user01,124,tap,2,0.048,192.8,205.2,193.0,208.3,0.5595,0.2638,0.746,34.4,0.0
user01,125,swipe_left,22,0.3813,187.6,293.9,-62.2,293.9,0.7706,0.025,0.809,44.34,1.43
user01,126,swipe_down,12,0.2078,45.2,502.1,45.2,684.0,0.708,0.0242,0.742,56.08,1.94
user01,127,long_press,15,1.533,160.2,526.0,163.0,523.3,0.7359,0.0261,0.766,32.6,0.0
user01,128,swipe_right,25,0.4283,103.5,324.7,380.1,324.7,0.6369,0.0206,0.672,43.63,1.37
user01,129,swipe_right,26,0.4418,66.7,447.8,379.3,447.8,0.719,0.0229,0.755,34.58,1.09
user01,130,swipe_down,17,0.2922,50.6,321.3,50.6,496.6,0.6961,0.0234,0.735,36.14,1.18
user01,131,double_tap,4,0.3369,40.6,405.7,43.6,404.1,0.589,0.2263,0.785,20.2,0.0
user01,132,swipe_right,28,0.4795,160.8,204.4,414.8,204.4,0.7357,0.0236,0.773,45.41,1.42
user01,133,tap,2,0.0413,33.3,255.9,33.6,255.9,0.582,0.2744,0.776,32.8,0.0
user01,134,swipe_up,20,0.3472,173.5,239.2,173.5,-32.8,0.5743,0.0188,0.603,54.42,1.74
user01,135,swipe_down,23,0.3984,97.1,383.8,97.1,730.0,0.6451,0.0209,0.681,24.07,0.78
user01,136,pinch_in,34,0.5672,104.4,301.9,104.4,-58.3,0.7747,0.0245,0.814,32.31,1.01
user01,137,swipe_up,26,0.4419,182.2,454.7,182.2,151.2,0.7601,0.0245,0.799,49.93,1.57
user01,138,swipe_up,21,0.3654,155.4,404.9,155.4,84.8,0.6238,0.0206,0.658,40.51,1.3
user01,139,swipe_up,28,0.4682,80.4,339.9,80.4,-3.8,0.6715,0.0216,0.706,34.52,1.09
user01,140,tap,2,0.0504,61.5,204.5,59.9,206.2,0.676,0.3182,0.901,32.1,0.0
user01,141,swipe_up,21,0.3598,65.0,248.6,65.0,-55.2,0.6518,0.0213,0.688,30.2,0.96
user01,142,double_tap,4,0.4659,139.5,418.2,142.7,417.1,0.6865,0.2638,0.915,26.0,0.0
user01,143,pinch_in,31,0.5247,103.5,375.8,103.5,72.5,0.6628,0.0211,0.699,31.21,0.97
user01,144,pinch_out,33,0.5624,139.8,314.4,139.8,-39.6,0.6797,0.0217,0.717,41.6,1.28
user01,145,pinch_in,29,0.4915,108.3,536.8,108.3,204.7,0.7549,0.0243,0.796,34.46,1.07
user01,146,double_tap,4,0.3944,141.5,206.5,143.0,208.6,0.6265,0.2408,0.835,30.4,0.0
user01,147,tap,2,0.0676,130.4,405.0,131.1,407.6,0.639,0.3012,0.852,18.7,0.0
user01,148,swipe_down,29,0.4991,71.9,490.6,71.9,888.5,0.6848,0.0221,0.722,39.98,1.24
user01,149,swipe_up,13,0.2222,154.6,446.4,154.6,249.4,0.6722,0.0234,0.71,41.81,1.43
user01,150,swipe_left,19,0.3199,30.9,504.4,-127.9,504.4,0.7182,0.0238,0.758,50.19,1.63
user01,151,double_tap,4,0.2523,64.4,674.8,59.3,679.2,0.536,0.2067,0.715,23.0,0.0
user01,152,swipe_right,37,0.6168,139.2,225.9,434.2,225.9,0.7826,0.0248,0.825,36.3,1.11
user01,153,tap,2,0.0657,125.3,462.1,126.9,461.0,0.74,0.3493,0.987,37.0,0.0
user01,154,tap,2,0.0698,43.1,135.1,44.5,129.6,0.6665,0.3147,0.889,26.0,0.0
user01,155,swipe_down,22,0.3672,45.1,288.2,45.1,587.8,0.6544,0.0214,0.687,27.11,0.86
user01,156,double_tap,4,0.3484,199.7,659.9,205.4,664.5,0.558,0.2148,0.744,42.4,0.0
user01,157,swipe_down,46,0.7782,118.1,319.5,118.1,704.7,0.6257,0.0197,0.658,36.48,1.11
user01,158,swipe_left,25,0.4321,173.1,274.4,-177.5,274.4,0.7672,0.025,0.809,38.74,1.22
user01,159,swipe_right,37,0.6173,114.4,374.7,446.8,374.7,0.6979,0.0222,0.736,41.58,1.27
user01,160,double_tap,4,0.3054,57.0,466.1,56.4,463.6,0.5905,0.2269,0.787,32.8,0.0
user01,161,double_tap,4,0.387,106.5,566.0,108.0,561.3,0.5625,0.2165,0.75,30.1,0.0
user01,162,double_tap,4,0.385,196.8,253.9,195.9,252.6,0.583,0.224,0.777,23.0,0.0
user01,163,swipe_left,35,0.5878,119.0,245.9,-246.1,245.9,0.7141,0.0227,0.753,48.16,1.49
user01,164,double_tap,4,0.3877,41.5,524.7,43.4,530.9,0.5675,0.2188,0.757,30.8,0.0
user01,165,swipe_up,14,0.2379,163.7,280.5,163.7,65.9,0.703,0.0236,0.737,35.54,1.18
user01,166,swipe_down,32,0.5346,118.3,282.0,118.3,651.4,0.7758,0.0247,0.815,34.78,1.07
user01,167,pinch_in,15,0.2569,161.2,210.9,161.2,44.6,0.7329,0.0248,0.774,42.26,1.41
user01,168,swipe_right,27,0.4521,114.6,242.2,428.8,242.2,0.7062,0.0228,0.745,46.25,1.45
user01,169,long_press,18,1.8718,96.7,567.1,95.0,564.2,0.5807,0.0301,0.615,39.1,0.0
user01,170,long_press,20,2.0272,171.2,424.3,170.0,424.7,0.7295,0.0443,0.779,31.2,0.0
user01,171,pinch_in,21,0.3606,184.2,468.3,184.2,178.2,0.7435,0.0245,0.785,31.66,1.03
user01,172,swipe_up,17,0.2987,177.0,418.7,177.0,173.6,0.5904,0.0198,0.623,24.24,0.8
user01,173,pinch_out,33,0.5617,175.9,316.9,175.9,-60.8,0.6405,0.0204,0.675,38.6,1.2
user01,174,double_tap,4,0.3723,166.8,110.8,167.1,105.1,0.6315,0.2431,0.842,36.1,0.0
user01,175,tap,2,0.0788,80.5,280.0,80.3,279.6,0.595,0.28,0.793,36.5,0.0
user01,176,long_press,18,1.8688,37.6,450.1,34.0,448.3,0.6511,0.0337,0.689,38.0,0.0
user01,177,tap,2,0.0499,30.9,104.6,31.6,107.3,0.576,0.2715,0.768,28.2,0.0
user01,178,tap,2,0.0483,79.9,659.1,80.4,659.3,0.57,0.2687,0.76,29.0,0.0
user01,179,pinch_in,33,0.5666,198.8,252.6,198.8,33.9,0.8235,0.0263,0.868,39.71,1.23
user01,180,swipe_right,48,0.8126,133.3,323.7,489.3,323.7,0.5994,0.0188,0.63,42.02,1.27
user01,181,pinch_out,23,0.3891,73.8,223.8,73.8,-77.1,0.6696,0.0218,0.706,41.13,1.3
user01,182,double_tap,4,0.3666,49.5,330.3,50.0,331.6,0.5005,0.1923,0.667,25.5,0.0
user01,183,tap,2,0.0632,91.5,456.2,92.8,456.3,0.6205,0.292,0.827,35.2,0.0
user01,184,swipe_down,29,0.4975,80.2,394.4,80.2,688.7,0.6989,0.0224,0.737,38.67,1.23
user01,185,swipe_up,26,0.447,140.9,538.2,140.9,215.1,0.6346,0.0205,0.667,48.93,1.54
user01,186,swipe_right,27,0.4558,82.1,515.6,343.7,515.6,0.6241,0.0202,0.658,46.51,1.45
user01,187,long_press,19,1.958,167.2,616.5,169.4,615.6,0.6859,0.0392,0.73,43.1,0.0
user01,188,tap,2,0.0413,170.5,690.4,171.6,686.3,0.5925,0.2793,0.79,20.1,0.0
user01,189,swipe_down,13,0.2259,104.9,320.9,104.9,535.8,0.8427,0.0292,0.891,44.45,1.5
user01,190,swipe_down,22,0.3748,75.9,586.6,75.9,876.0,0.6897,0.0223,0.724,36.81,1.18
user01,191,swipe_left,43,0.7325,113.1,360.7,-285.3,360.7,0.7167,0.0226,0.755,54.6,1.66
user01,192,pinch_in,26,0.4394,135.5,280.5,135.5,31.7,0.7718,0.0248,0.811,53.74,1.69
user01,193,swipe_up,10,0.1686,120.7,548.0,120.7,365.3,0.6018,0.0212,0.63,41.72,1.5
user01,194,long_press,17,1.7253,51.8,576.5,50.1,577.1,0.7339,0.0321,0.771,41.9,0.0
user01,195,swipe_left,27,0.4614,192.8,203.5,-206.7,203.5,0.6666,0.0215,0.703,33.89,1.07
user01,196,tap,2,0.0671,170.8,276.8,171.7,275.6,0.575,0.2715,0.767,33.6,0.0
user01,197,double_tap,4,0.3298,142.0,559.7,139.6,558.7,0.6275,0.2419,0.837,37.3,0.0
user01,198,long_press,17,1.7066,190.8,145.6,191.9,143.7,0.7066,0.0301,0.741,41.8,0.0
user01,199,tap,2,0.0379,54.3,565.2,52.9,564.4,0.6795,0.3203,0.906,30.1,0.0
user02,0,swipe_left,16,0.2667,204.1,537.1,-24.3,537.1,0.7576,0.0253,0.795,28.86,0.97
user02,1,long_press,10,1.0655,328.3,363.3,326.2,360.0,0.6914,0.025,0.714,27.7,0.0
user02,2,swipe_right,13,0.2319,314.4,540.1,517.4,540.1,0.7025,0.0242,0.742,26.91,0.92
user02,3,tap,2,0.0448,244.5,628.1,241.3,629.7,0.6675,0.3147,0.89,30.8,0.0
user02,4,swipe_down,12,0.2051,229.0,485.3,229.0,685.1,0.7432,0.0256,0.779,43.25,1.49
user02,5,pinch_in,20,0.337,161.6,244.6,161.6,-34.4,0.672,0.0221,0.706,16.67,0.54
user02,6,swipe_left,21,0.3648,230.9,412.4,-67.9,412.4,0.6613,0.0218,0.698,29.49,0.94
user02,7,swipe_up,18,0.301,253.8,471.0,253.8,243.1,0.7327,0.0243,0.769,31.34,1.01
user02,8,double_tap,4,0.426,304.6,412.8,306.6,414.8,0.61,0.2344,0.813,25.9,0.0
user02,9,swipe_right,12,0.2018,299.5,389.5,463.9,389.5,0.6725,0.0232,0.705,30.65,1.04
user02,10,pinch_out,17,0.2971,342.6,230.2,342.6,-11.2,0.7104,0.0239,0.75,34.26,1.12
user02,11,swipe_down,23,0.3996,265.7,258.8,265.7,611.6,0.6964,0.0227,0.735,45.6,1.44
user02,12,tap,2,0.0427,227.6,504.5,227.2,505.4,0.637,0.2998,0.849,15.8,0.0
user02,13,swipe_right,13,0.2283,341.6,411.9,552.1,411.9,0.7355,0.0251,0.777,20.08,0.67
user02,14,tap,2,0.05,285.9,145.7,290.3,142.0,0.613,0.2885,0.817,32.5,0.0
user02,15,swipe_right,28,0.4703,342.1,278.8,730.0,278.8,0.6989,0.0224,0.734,27.24,0.84
user02,16,pinch_out,10,0.1797,237.4,437.4,237.4,269.2,0.639,0.0224,0.669,36.66,1.3
user02,17,tap,2,0.0497,346.2,214.1,347.2,217.7,0.6325,0.2977,0.843,24.2,0.0
user02,18,swipe_left,23,0.384,182.5,426.0,-160.4,426.0,0.77,0.0251,0.812,44.44,1.4
user02,19,tap,2,0.0642,152.4,105.4,149.9,104.0,0.639,0.3012,0.852,21.9,0.0
user02,20,long_press,9,0.901,298.9,156.9,294.0,158.3,0.676,0.0255,0.7,25.6,0.0
user02,21,swipe_down,21,0.3607,206.5,580.2,206.5,875.6,0.7115,0.0233,0.751,34.11,1.07
user02,22,swipe_right,16,0.2668,301.8,313.0,540.0,313.0,0.7329,0.0244,0.769,60.0,2.0
user02,23,pinch_in,12,0.2002,190.9,436.5,190.9,239.9,0.691,0.0236,0.724,27.9,0.96
user02,24,swipe_left,32,0.5416,164.2,227.6,-221.0,227.6,0.6947,0.0221,0.73,36.61,1.13
user02,25,tap,2,0.0689,231.9,586.5,233.4,584.6,0.6015,0.2835,0.802,33.7,0.0
user02,26,pinch_in,11,0.1963,235.0,215.0,235.0,33.1,0.632,0.0223,0.668,35.15,1.24
user02,27,double_tap,4,0.3086,150.0,349.9,144.8,347.9,0.595,0.2286,0.793,24.4,0.0
user02,28,swipe_left,24,0.4164,330.4,522.7,-65.8,522.7,0.735,0.0237,0.772,26.9,0.84
user02,29,double_tap,4,0.42,228.6,454.4,229.0,449.6,0.5795,0.2234,0.773,18.0,0.0
user02,30,double_tap,4,0.4885,301.8,161.5,307.2,162.2,0.645,0.2483,0.86,44.2,0.0
user02,31,double_tap,4,0.456,322.3,264.4,322.6,257.3,0.635,0.2448,0.847,18.6,0.0
user02,32,swipe_down,23,0.3999,226.9,210.1,226.9,569.8,0.74,0.0241,0.781,40.93,1.3
user02,33,swipe_up,11,0.1988,259.3,586.8,259.3,423.9,0.693,0.0245,0.733,41.25,1.45
user02,34,tap,2,0.051,293.7,617.6,289.4,619.8,0.6375,0.3005,0.85,29.0,0.0
user02,35,swipe_down,21,0.3638,309.3,300.2,309.3,606.4,0.6663,0.0218,0.703,35.86,1.16
user02,36,tap,2,0.0497,316.6,643.7,314.6,641.4,0.6455,0.3048,0.861,24.7,0.0
user02,37,swipe_left,16,0.2703,163.7,513.5,-57.8,513.5,0.757,0.0252,0.794,25.04,0.85
user02,38,swipe_right,23,0.3905,161.3,349.6,547.4,349.6,0.662,0.0215,0.698,45.1,1.44
user02,39,tap,2,0.0523,284.3,479.4,284.8,477.4,0.606,0.2857,0.808,10.6,0.0
user02,40,swipe_right,17,0.295,344.1,245.3,595.0,245.3,0.6524,0.0218,0.689,32.64,1.07
user02,41,double_tap,4,0.3655,290.9,353.6,291.2,354.8,0.5805,0.2234,0.774,10.0,0.0
user02,42,swipe_up,10,0.1761,279.7,307.0,279.7,153.2,0.696,0.0244,0.729,49.56,1.77
user02,43,pinch_out,14,0.2334,291.3,444.0,291.3,215.8,0.7439,0.0251,0.78,19.47,0.65
user02,44,swipe_left,20,0.3388,190.5,435.0,-134.8,435.0,0.7211,0.0237,0.758,37.73,1.2
user02,45,double_tap,4,0.4587,231.6,109.2,228.6,109.2,0.63,0.2425,0.84,10.0,0.0
user02,46,swipe_up,17,0.2893,236.8,303.5,236.8,44.9,0.7231,0.0242,0.764,33.83,1.14
user02,47,double_tap,4,0.4376,151.8,453.7,156.9,452.8,0.6715,0.2581,0.895,37.1,0.0
user02,48,tap,2,0.0579,284.6,148.7,286.1,149.7,0.635,0.2998,0.847,28.8,0.0
user02,49,double_tap,4,0.2908,297.6,412.9,296.8,416.2,0.576,0.2217,0.768,22.1,0.0
user02,50,swipe_right,16,0.2775,291.1,371.0,551.7,371.0,0.6518,0.0216,0.684,39.21,1.3
user02,51,tap,2,0.0526,337.3,138.4,337.2,138.5,0.5995,0.2821,0.799,32.7,0.0
user02,52,swipe_up,18,0.3166,171.1,505.8,171.1,253.4,0.7437,0.0245,0.781,31.61,1.03
